id	marca	cod_fab	cod_int	cat	modelo	desc	preco	cor
581	DITA	7899903706989	DITA17027	SENSOR DE PRESSÃO M.A.P		BORA/ KOMBI/ SAVEIRO/ NEW BEETLE/05>/ FOX/ GOL	100,32	#912e2e
582	DITA	7899903707832	DITA17028	SENSOR DE PRESSÃO M.A.P		MITSUBISHI PAJERO 05>06/ LANCER 04>09/ECLIPSE 04>11	64,12	#912e2e
583	DITA	7899903707849	DITA17029	SENSOR DE PRESSÃO M.A.P		FOCUS 2.0 06>/ ECOSPORT 2.0 (AUT.DURATEC)06>12	94,49	#912e2e
584	DITA	7899903707856	DITA17030	SENSOR DE PRESSÃO M.A.P		ASTRA 1.8/2.0 98>03/ BLAZER 2.2MPFI/ 2.4 00>07	59,06	#912e2e
585	DITA	7899903707863	DITA17031	SENSOR DE PRESSÃO M.A.P		GOLF 2.0 TDI 03>/ GOLF VI 1.4 TSI 08>	67,49	#912e2e
586	DITA	7899903712393	DITA17032	SENSOR DE PRESSÃO M.A.P		S. P. ABSOLUTA COURIER 1.6I FLEX 06.07ECOSPORT 1.6I 11.06	79,26	#912e2e
587	DITA	7899903712409	DITA17033	SENSOR DE PRESSÃO M.A.P		S. P. ABSOLUTA FOX, GOLF, JETTA, POLO	79,04	#912e2e
588	DITA	7899903706835	DITA18001	SENSOR DE P. BORBOLETA		PALIO/ WEKEEND/ SIENA/ STRADA/ TODOS MPI 99>>	33,44	#912e2e
589	DITA	7899903706842	DITA18002	SENSOR DE P. BORBOLETA		BRAVA 00>02/ PALIO 97>12/ SIENA 97>04/ STRADA 98	33,44	#912e2e
590	DITA	7899903706880	DITA18005	SENSOR DE P. BORBOLETA		FORD COURIER/ FIESTA/ KA/1.0/1.3/1.6/MPI GASOLI	50,17	#912e2e
591	DITA	7899903706910	DITA18008	SENSOR DE P. BORBOLETA		FORD EXPLORER 90>>99/ RANGER 94>>2011	53,2	#912e2e
592	DITA	7899903706927	DITA18009	SENSOR DE P. BORBOLETA		DAKOTA 2.5 90>03/ GRAND CHEROKEE 4.0 79>04/WRA	53,2	#912e2e
593	DITA	7899903706934	DITA18010	SENSOR DE P. BORBOLETA		GM BLAZER 4.3 V6 12V 97>>/ GM S10 4.3 V6 12V 9	38	#912e2e
594	DITA	7899903706958	DITA18011	SENSOR DE P. BORBOLETA		GM TRACKER 99>04/ SUZUKI VITARA/ SUZUKI GRAND V	50,17	#912e2e
595	DITA	7899903706965	DITA18012	SENSOR DE P. BORBOLETA		CHEROKEE/ DAKOTA 3.9 97>>/ GRAND CHEROKEE 5.2 9	50,17	#912e2e
596	DITA	7899903706972	DITA18013	SENSOR DE P. BORBOLETA		HONDA CIVIC/ACCORD/CRV 97>01	47,24	#912e2e
597	DITA	7899903707771	DITA18014	SENSOR DE P. BORBOLETA		ASTRA MPFI 2.0 94>96/VECTRA 2.0 16V	53,99	#912e2e
598	DITA	7899903707801	DITA18016	SENSOR DE P. BORBOLETA		NISSAN PATHFINDER 3.3 V6 96>00	104,61	#912e2e
599	DITA	7899903707818	DITA18017	SENSOR DE P. BORBOLETA		HYUNDAI SANTA FÉ 2.4/3.5 V6 01>06	53,99	#912e2e
600	DITA	7899903707825	DITA18018	SENSOR DE P. BORBOLETA		HYUNDAI SANTA FÉ 2.7 V6 01>06 SONATA 2.7 V66	53,99	#912e2e
601	DITA	7899903712416	DITA18019	SENSOR DE P. BORBOLETA		S.P. BORBOLETA MITSUBISHI PAJERO MD614734 MD614772 	53,2	#912e2e
602	DITA	7899903712478	DITA18020	SENSOR DE P. BORBOLETA		S.P. BORBOLETA DODGE RAN 5.2 5.9 56027940 ORIG. HOLLEY	67,9	#912e2e
603	DITA	7899903706606	DITA19001	SENSOR DE VELOCIDADE		FOX/ SPACEFOX 03>15/ POLO 02>15/ GOL 03>10/ SAVEIRO 09>15/ VOYAGE 08>15	57,77	#912e2e
604	DITA	7899903706613	DITA19002	SENSOR DE VELOCIDADE		DOBLO >06/ FIORINO 04>>/ IDEA 06>/ PALIO 01./ SIENA 01>/ STILO 03>/ STRADA , UNO	57,77	#912e2e
605	DITA	7899903706620	DITA19003	SENSOR DE VELOCIDADE		ASTRA/ CORSA/ CELTA/ VECTRA/ MERIVA/ OMEGA/ ZAFIRA 95>>09	53,2	#912e2e
606	DITA	7899903706637	DITA19004	SENSOR DE VELOCIDADE		ROYALE/ VERSAILLES/ GOL/ PARATI/ QUANTUM/ SANTANA/ SAVEIRO	34,95	#912e2e
607	DITA	7899903706644	DITA19005	SENSOR DE VELOCIDADE		CLIO 1.0/1.6 8V 99>08/ CLIO 1.0/1.6 16V 01>12/ SCENIC 1.6 16V 99>10/ KANGOO 1.0 8V 00>05	41,04	#912e2e
608	DITA	7899903706651	DITA19006	SENSOR DE VELOCIDADE		AUDI A3 96>00/ SEAT CORDOBA/ IBIZA 99>02/ VW GOLF 97>05/ JETTA98>05	53,2	#912e2e
609	DITA	7899903706668	DITA19007	SENSOR DE VELOCIDADE		AUDI A3 /VW GOLF/ JETTA/ 2005>2016	53,2	#912e2e
610	DITA	7899903706682	DITA19009	SENSOR DE VELOCIDADE		DUCATO/ INTERCOLER/ MINIBUS/ CARGO/ MULTI/MAXI/ MAXICARGO/ MULTIJET	53,2	#912e2e
611	DITA	7899903706699	DITA19010	SENSOR DE VELOCIDADE		KOMBI CARBURADA/ CORDOBA/ MINI VAN/ POLO CLASSIC/ PASSAT 2.0 94>97	83,6	#912e2e
612	DITA	7899903706705	DITA19011	SENSOR DE VELOCIDADE		FOCUS 1.6/1.8 00>09/ NEW FIESTA 10>15/ NEW FOCUS 1.6/1.8/ 09>12	106,4	#912e2e
613	DITA	7899903706712	DITA19012	SENSOR DE VELOCIDADE		GOLF/ NEW BEETLE/ POLOQ/ KOMBI 1.4/ AUDI/ BORA/TDS C/ CAMBIO MECÂNICO	76	#912e2e
614	DITA	7899903706729	DITA19013	SENSOR DE VELOCIDADE		RENAULT MASTER SEM TACÓGRAFO ( TODOS )	45,6	#912e2e
615	DITA	7899903706736	DITA19014	SENSOR DE VELOCIDADE		ECOSPORT 1.6 05>13/ FIESTA 1.0/1.6 04>13/ FIESTA 1.6 01>13/ FORD KA 1.0 08>13	60,8	#912e2e
616	DITA	7899903706750	DITA19016	SENSOR DE VELOCIDADE		PAGERO 2.5/2.8/3.0/3.5 DIESEL/GASOLINA 00>/ PAJERO TR4 01>/L200 01> 	53,2	#912e2e
617	DITA	7899903706767	DITA19017	SENSOR DE VELOCIDADE		HONDA ACCORD 2.0 1991 > 1998/ HONDA CIVIC 1992>1994	63,84	#912e2e
618	DITA	7899903706774	DITA19018	SENSOR DE VELOCIDADE		COROLLA 1.8 94>>08/CELICA 93>06/ RAV 4 96>00/ CAMRY 92>93	114	#912e2e
619	DITA	7899903706781	DITA19019	SENSOR DE VELOCIDADE		HONDA CIVIC 96>>00 TODOS COM CAMBIO AUTOMATICO	106,4	#912e2e
620	DITA	7899903706798	DITA19020	SENSOR DE VELOCIDADE		GOLF 99>10/ AUDI A3 99>05/ BORA 2.0 8V 00>08/ POLO 02>10 TDS AUTOMATICO	63,84	#912e2e
621	DITA	7899903706804	DITA19021	SENSOR DE VELOCIDADE		KIA BESTA GS, TOPIC 2.7 99>/ BONGO K2700 99>>	63,84	#912e2e
622	DITA	7899903706811	DITA19022	SENSOR DE VELOCIDADE		A20/4.1 91>96/VERANEIO/BONANZA 4.1 93>95/C20 4.1 91	47,16	#912e2e
623	DITA	7899903706828	DITA19023	SENSOR DE VELOCIDADE		PASSAT 98 >2005 / AUDI A4 - 96 > 2005 CONECTOR 2 PINOS	47,16	#912e2e
624	DITA	7899903707870	DITA19024	SENSOR DE VELOCIDADE		HONDA FIT 1.4/ 1.5 03>08 NEW FIT 1.4/ 1.5 03>08	59,06	#912e2e
625	DITA	7899903707887	DITA19025	SENSOR DE VELOCIDADE		HYUN. HB20 09>/TUC. 05>06/ACCE. - 03>05	37,12	#912e2e
626	DITA	7899903707894	DITA19026	SENSOR DE VELOCIDADE		CLIO/ LOGAN/ SANDEIRO/ SCENIC 1.0/ 1.6 8V/ 16V	50,62	#912e2e
627	DITA	7899903707900	DITA19027	SENSOR DE VELOCIDADE		AZERA 3.3/3.8 V6 01>11 ELANTRA 1.8/2.0 00>12	59,06	#912e2e
628	DITA	7899903707917	DITA19028	SENSOR DE VELOCIDADE		TOY. SEQUOIA - 01>07/RUNNER - 92>94 TUNDRA - 02>94	70,87	#912e2e
629	DITA	7899903707924	DITA19029	SENSOR DE VELOCIDADE		SPORTAGE >08/TUCSON MEC >08/AZERA 06>	50,62	#912e2e
630	DITA	7899903712423	DITA19030	SENSOR DE VELOCIDADE		SEN. VEL MITSUBISH PAJERO, TR4, L200	34,3	#912e2e
631	DITA	7899903712430	DITA19031	SENSOR DE VELOCIDADE		SEN. VEL EFFA M100	37,04	#912e2e
632	DITA	7899903712447	DITA19032	SENSOR DE VELOCIDADE		SEN. VEL. PALIO/SIENA/STRADA/UNO 1.6 16V	53,2	#912e2e
633	DITA	7899903700451	DITA20170	MOTOR DE PARTIDA - LEVE		CORSA/ CELTA/ PICKUP/ SEDAN TODOS 94>02 12V	274,36	#912e2e
634	DITA	7899903700468	DITA20171	MOTOR DE PARTIDA - LEVE		COURIER/ FIESTA/ ESCORT/ ECOESPORT/KA 12V	274,36	#912e2e
635	DITA	7899903700475	DITA20172	MOTOR DE PARTIDA - LEVE		CORSA 1.0/1.6 TODOS C/ (PINHÃO 10 DENTES) D6RA162	215,37	#912e2e
636	DITA	7899903700482	DITA20173	MOTOR DE PARTIDA - LEVE		SANTANA/ GOL/ PARATI AP 2000 1.6/1.8/2.0 1999 >	215,37	#912e2e
637	DITA	7899903700499	DITA20174	MOTOR DE PARTIDA - LEVE		RENAULT CLIO/ LAGUNA/ SCENIC/MEGANE	215,37	#912e2e
638	DITA	7899903700512	DITA20175	MOTOR DE PARTIDA - LEVE		SANTANA/GOL/ PARATI AP 1.6/1.8/2.0 >1999	240,07	#912e2e
639	DITA	7899903700529	DITA20176	MOTOR DE PARTIDA - LEVE		BRASILIA/ FUSCA 76>82 / KOMBI 1.6 81>94 	274,36	#912e2e
640	DITA	7899903700536	DITA20177	MOTOR DE PARTIDA - LEVE		CITROEN BERLINGO, C3, C4, XSARA/ PEUGEOT106/206/306/405	215,37	#912e2e
641	DITA	7899903700543	DITA20178	MOTOR DE PARTIDA - LEVE		CITROEN XANTIA/ XSARA/ZX PEUGEOT:306/405/406	215,37	#912e2e
642	DITA	7899903700550	DITA20179	MOTOR DE PARTIDA - LEVE		A3 94>98/ GOLF 96>00/ PASSAT 93>98 12V	215,37	#912e2e
643	DITA	7899903700567	DITA20180	MOTOR DE PARTIDA - LEVE		ASTRA/ CALIBRA TDS/ SUPREMA/VECTRA/S10 2.2 1993>	274,36	#912e2e
644	DITA	7899903700574	DITA20181	MOTOR DE PARTIDA - LEVE		MERCEDES-BENZ SPRINTER CDI 2003>	329,23	#912e2e
645	DITA	7899903700581	DITA20182	MOTOR DE PARTIDA - LEVE		AUDI A3/ GOLF/ PASSAT/ JETTA 2.0 TDI 16V TODOS	322,37	#912e2e
646	DITA	7899903700598	DITA20183	MOTOR DE PARTIDA - LEVE		AUDI A3 1.6/1.8T/  GOLF4/ BORA 1.6/ 1.8/2.0 96>00	260,64	#912e2e
647	DITA	7899903700604	DITA20184	MOTOR DE PARTIDA - LEVE		AUDI A3 97> / GOLF 96>01/ BORA 98>/ CORDOBA 02>	329,23	#912e2e
648	DITA	7899903700611	DITA20185	MOTOR DE PARTIDA - LEVE		FORD TRANSIT TDS 2006>	322,37	#912e2e
649	DITA	7899903700628	DITA20186	MOTOR DE PARTIDA - LEVE		S-10/ BLAZER 4.3 V6 GAS/ EMPILHADEIRA HYSTER/ CLARK	322,37	#912e2e
650	DITA	7899903700635	DITA20187	MOTOR DE PARTIDA - LEVE		HONDA CIVIC 1.8 12V 2005> / CRV 2006>2010	322,37	#912e2e
651	DITA	7899903700642	DITA20188	MOTOR DE PARTIDA - LEVE		TOYOTA HILUX 3.0 12V 2006>	342,95	#912e2e
652	DITA	7899903700659	DITA20189	MOTOR DE PARTIDA - LEVE		IVECO DAILY 35.10 2.8 2005>	493,85	#912e2e
653	DITA	7899903700666	DITA20190	MOTOR DE PARTIDA - LEVE		DUCATO/ BOXER 2.5 TDI 1994>2002	438,98	#912e2e
654	DITA	7899903700673	DITA20191	MOTOR DE PARTIDA - LEVE		FORD F250/F350/F400 1990>1996 0001223010	493,85	#912e2e
655	DITA	7899903700680	DITA20192	MOTOR DE PARTIDA - LEVE		M-BENZ 24V EV SÉRIE 12T/14/16/24/ 0001231002	576,16	#912e2e
656	DITA	7899903700697	DITA20193	MOTOR DE PARTIDA - LEVE		SCANIA SÉRIE 5 P/G/R/T 2004>24V 0001241001	957,52	#912e2e
657	DITA	7899903700703	DITA20194	MOTOR DE PARTIDA - LEVE		SCANIA MK 80/90/110/130/ IVECO JF 24V 0001368001	674,93	#912e2e
658	DITA	7899903700710	DITA20195	MOTOR DE PARTIDA - LEVE		M-BENZ ACTROS 24V 0001372001	850,52	#912e2e
659	DITA	7899903700727	DITA20196	MOTOR DE PARTIDA - LEVE		VOLVO SÉRIE B10M 1986>1996 24V 0001416009	850,52	#912e2e
660	DITA	7899903700734	DITA20197	MOTOR DE PARTIDA - LEVE		VOLVO SÉRIE B12/F10/N/N88 24V 0001416005	765,46	#912e2e
661	DITA	7899903709737	DITA20198	MOTOR DE PARTIDA - LEVE		IVECO DAILY 35S 1999>	539,94	#912e2e
662	DITA	7899903709744	DITA20199	MOTOR DE PARTIDA - LEVE		JUMPER 2.8/DUCATO (10 2.8)(14 2.8)(18 2.8) 97>02	582,12	#912e2e
663	DITA	7899903709751	DITA20200	MOTOR DE PARTIDA - LEVE		FIAT IVECO DAILY 90>96	519,69	#912e2e
664	DITA	7899903709768	DITA20201	MOTOR DE PARTIDA - LEVE		EMP. LINDE VOLVO L25B D3DCBE1 - 2.2KW	519,69	#912e2e
665	DITA	7899903709775	DITA20202	MOTOR DE PARTIDA - LEVE		EMP. LINDE VOLVO L25B D3DCBE1 - 2.3KW	519,69	#912e2e
666	DITA	7899903709782	DITA20203	MOTOR DE PARTIDA - LEVE		RANGER 2.8 /S-10 /BLAZER 2.8	519,69	#912e2e
667	DITA	7899903709805	DITA20204	MOTOR DE PARTIDA - LEVE		147 1.0,1.3 /ELBA 1.3/FIORINO 1.0>1.5	323,96	#912e2e
668	DITA	7899903709812	DITA20205	MOTOR DE PARTIDA - LEVE		PALIO MPFI 96>99	253,1	#912e2e
669	DITA	7899903709829	DITA20206	MOTOR DE PARTIDA - LEVE		HYSTER EMPILHAD /XM EMPILHAD/ YALE EMPILHAD	295,28	#912e2e
670	DITA	7899903709836	DITA20207	MOTOR DE PARTIDA - LEVE		CROSSFOX 1.0,1.6 /FOX /POLO 1.0,1.6 /GOL 1.0,1.6	320,59	#912e2e
671	DITA	7899903709843	DITA20208	MOTOR DE PARTIDA - LEVE		MAN TGA 18.480/530-24.480/530-28.480/530-32.480/	739,04	#912e2e
672	DITA	7899903709850	DITA20209	MOTOR DE PARTIDA - LEVE		DAF CF85–FA/FAC/FAD/ FAG 85.430/480	739,04	#912e2e
673	DITA	7899903709867	DITA20210	MOTOR DE PARTIDA - LEVE		FORD F150/F250/F1000/F3500/F4000/F7000	624,31	#912e2e
674	DITA	7899903709874	DITA20211	MOTOR DE PARTIDA - LEVE		FORD 2622E/2428E/2628E/C815E/C1317E/C1517	610,45	#912e2e
675	DITA	7899903709881	DITA20212	MOTOR DE PARTIDA - LEVE		CARGO 1417/1421/1617/1621 CUMMINS 6BTAA	610,45	#912e2e
676	DITA	7899903709898	DITA20213	MOTOR DE PARTIDA - LEVE		VW 12170,13170,13190,14170,15170,16200	641,18	#912e2e
677	DITA	7899903709904	DITA20214	MOTOR DE PARTIDA - LEVE		VW 13.180/15.180/17.210/23.210VW 7.10	641,18	#912e2e
678	DITA	7899903709935	DITA20215	MOTOR DE PARTIDA - LEVE		MERCEDES BENZ SERIE 13TL/14TL/15TL/19T	860,53	#912e2e
679	DITA	7899903709942	DITA20216	MOTOR DE PARTIDA - LEVE		M-BENZ SERIE 12T OM366/A-14T L1418 OM366A/16T	641,18	#912e2e
680	DITA	7899903709959	DITA20217	MOTOR DE PARTIDA - LEVE		M-BENZ SERIE 15T L1517 /SERIE O 1721, O371ULSERIE	674,93	#912e2e
681	DITA	7899903709966	DITA20218	MOTOR DE PARTIDA - LEVE		SCANIA SÉRIE 124 K/P/R/T DSC 98>	1096,75	#912e2e
682	DITA	7899903709973	DITA20219	MOTOR DE PARTIDA - LEVE		M-BENZ 608D/610M OM 314 L 1013/L1111	641,18	#912e2e
683	DITA	7899903709980	DITA20220	MOTOR DE PARTIDA - LEVE		SCANIA /MASSEY-FERGUSSON / MF4780 /CASE:	894,28	#912e2e
684	DITA	7899903710009	DITA20221	MOTOR DE PARTIDA - LEVE		EMPILHADEIRA STILL XL25 MOTOR NISSAN K25 12V 1,2KW	320,59	#912e2e
685	DITA	7899903712034	DITA20222	MOTOR DE PARTIDA - LEVE		GM CORSA, CELTA, CLASSIC, PRISMA, MONTANA, AGILE, COBALT	404,96	#912e2e
686	DITA	7899903712041	DITA20223	MOTOR DE PARTIDA - LEVE		M-BENZ C180, C230 1.8L KOMPRESSOR 	404,96	#912e2e
687	DITA	7899903712058	DITA20224	MOTOR DE PARTIDA - LEVE		GM CRUZE, HATCH LT, LTZ 1.8 16V FLEX 2012>,  COBALT, SPIN 1.4, 1.6, 1.8 	421,83	#912e2e
688	DITA	7899903712065	DITA20225	MOTOR DE PARTIDA - LEVE		AUDI A4 2.4,2.7 92>, A6 2.7L, 2.8L, 3.0L 92>, VW PASSAT 2.8 98>	421,83	#912e2e
689	DITA	7899903712072	DITA20226	MOTOR DE PARTIDA - LEVE		FORD FOCUS, MAVERICK 2.3,TRANSIT, VOLVO 	421,83	#912e2e
690	DITA	7899903712089	DITA20227	MOTOR DE PARTIDA - LEVE		NISSAN SENTRA, VERSA, TIIDA 1.8,2.0 / RENAULT FLUENCE 	421,83	#912e2e
691	DITA	7899903712096	DITA20228	MOTOR DE PARTIDA - LEVE		VW JETTA / GOLF V 	404,96	#912e2e
692	DITA	7899903712102	DITA20229	MOTOR DE PARTIDA - LEVE		HYUNDAI TUCSON, SANTA FÉ, IX 35, SONATA KIA SORENT, SPORTAGE	404,96	#912e2e
693	DITA	7899903712119	DITA20230	MOTOR DE PARTIDA - LEVE		LAND ROVER FREELANDER 2	404,96	#912e2e
694	DITA	7899903712126	DITA20231	MOTOR DE PARTIDA - LEVE		FIAT PALIO SIENA STRADA PUNTO IDEA, E TORQ 16V 	421,83	#912e2e
695	DITA	7899903709492	DITA20301	MOTOR DE PARTIDA - LEVE		MONZA/ KADETT / IPANEMA 1986>1995	253,1	#912e2e
696	DITA	7899903709508	DITA20302	MOTOR DE PARTIDA - LEVE		GM OMEGA MPFI 3.0, SUPREMA MPFI 3.0 92>98	322,37	#912e2e
697	DITA	7899903709515	DITA20303	MOTOR DE PARTIDA - LEVE		DOBLO/IDEA/PALIO/STILO/STRADA/CORSA/MERIVA/MONTANA 8 DENTES	286,84	#912e2e
698	DITA	7899903709522	DITA20304	MOTOR DE PARTIDA - LEVE		PALIO/STRADA/WEEKEND FIRE/DOBLO IDEA	253,1	#912e2e
699	DITA	7899903709539	DITA20305	MOTOR DE PARTIDA - LEVE		GOL II,III, IIITURBO /PARATI II,III, 1.0	421,83	#912e2e
700	DITA	7899903709546	DITA20306	MOTOR DE PARTIDA - LEVE		H1 2.5 DIESEL 97>/ H100 2.5 DIESEL 97> / KIA BONGO, MITSUB L200, PAJERO 	519,69	#912e2e
701	DITA	7899903709553	DITA20307	MOTOR DE PARTIDA - LEVE		DEFENDER2.5, DISCOVERY, LAND R. 2.5, RANGER R. / SPRINTER	519,69	#912e2e
702	DITA	7899903709560	DITA20308	MOTOR DE PARTIDA - LEVE		BONGO / K2500 / L200 / PAJERO / HR2.5	539,94	#912e2e
703	DITA	7899903709577	DITA20309	MOTOR DE PARTIDA - LEVE		HYUNDAI H100 / MITSUBISH L200, L300 91>04	590,56	#912e2e
704	DITA	7899903709584	DITA20310	MOTOR DE PARTIDA - LEVE		RENAULT MASTER 2.5 2005>	438,7	#912e2e
705	DITA	7899903709591	DITA20311	MOTOR DE PARTIDA - LEVE		HYUNDA ACCENT 1.3,1.5 95>01 /EXCELL 1.3 94>98	300,34	#912e2e
706	DITA	7899903709607	DITA20312	MOTOR DE PARTIDA - LEVE		UP 2013>/ FOX 1.0 2013> SAVEIRO CROSS 1.6 16V	371,21	#912e2e
707	DITA	7899903709614	DITA20313	MOTOR DE PARTIDA - LEVE		FORD NEW FIESTA 2004>	322,37	#912e2e
708	DITA	7899903709621	DITA20314	MOTOR DE PARTIDA - LEVE		HONDA CIVIC 1.7L 01>05	404,96	#912e2e
709	DITA	7899903709638	DITA20315	MOTOR DE PARTIDA - LEVE		HONDA FIT 15L 07>09	303,72	#912e2e
710	DITA	7899903709645	DITA20316	MOTOR DE PARTIDA - LEVE		RENAULT MASTER 2.8 DTI 98>05	607,43	#912e2e
711	DITA	7899903709652	DITA20317	MOTOR DE PARTIDA - LEVE		ASTRA 2.0 16V /S10 2.2, 2.4 16V / VECTRA 2.0,2.2	303,17	#912e2e
712	DITA	7899903709669	DITA20318	MOTOR DE PARTIDA - LEVE		JUMPER 2.8 HDI 02> /DUCATO 2.8 JTD MULT JET 02>	489,32	#912e2e
713	DITA	7899903709676	DITA20319	MOTOR DE PARTIDA - LEVE		FLUENCE 1.6 /KANGOO EXPRESS 1.6 16V /LOGAN 1.6 16V	303,72	#912e2e
714	DITA	7899903709683	DITA20320	MOTOR DE PARTIDA - LEVE		CLIO 1.0 96>98 /KANGOO 1.0 97>03 /TWINGO 1.2 96>	421,83	#912e2e
715	DITA	7899903709690	DITA20321	MOTOR DE PARTIDA - LEVE		GM CAPTIVA 2.4 16V 08>	295,28	#912e2e
716	DITA	7899903709706	DITA20322	MOTOR DE PARTIDA - LEVE		MEGANE 1.6 16V 99>/SCENIC 1.6 16V 01> /TWINGO 94>	303,72	#912e2e
717	DITA	7899903709713	DITA20323	MOTOR DE PARTIDA - LEVE		BRAVA 1.6 16V 01>03 /DOBLO 1.6 16V 03>03 /PALIO /S	371,21	#912e2e
718	DITA	7899903709720	DITA20324	MOTOR DE PARTIDA - LEVE		MITSUBISH TR4 2.0 2006>	303,72	#912e2e
719	DITA	7899903710719	DITA20325	MOTOR DE PARTIDA - LEVE		GM ONIX 1.0 1.4 2012> / PRISMA 1.0 1.4 2012>	441,72	#912e2e
720	DITA	7899903710726	DITA20326	MOTOR DE PARTIDA - LEVE		FIAT DUCATO 2.3 JTD MJ 2010>	438,7	#912e2e
721	DITA	7899903712805	DITA20700	INDUZIDOS		INDUZIDO MB JF, MAXION, D20, TOYOTA BANDEIRANTE, CAM VW/FORD	210,91	#912e2e
722	DITA	7899903712812	DITA20701	INDUZIDOS		INDUZIDO MERCEDES-BENZ 1720 A, VW, VOLVO                    	97,86	#912e2e
723	DITA	7899903712829	DITA20702	INDUZIDOS		MAZDA, NISSAN, DODGE, HYUNDAI, EMPILHADEIRA MITSUBISH       	101,73	#912e2e
724	DITA	7899903712836	DITA20703	INDUZIDOS		INDUZIDO NISSAN, TOYOTA, MITSUBISH, JOHN DEERE, F1000       	96,08	#912e2e
725	DITA	7899903712843	DITA20704	INDUZIDOS		INDUZIDO ASTRA, BLAZER, S-10, VECTRA, ZAFIRA                	96,08	#912e2e
726	DITA	7899903712850	DITA20705	INDUZIDOS		INDUZIDO LOGUS, OMEGA, AUDI, PALIO, GOL, PRISMA TEMPRA      	94,67	#912e2e
727	DITA	7899903712867	DITA20706	INDUZIDOS		INDUZIDO MB180, IVECO, F1000, DUCATO SPRINTER, S10          	118,69	#912e2e
728	DITA	7899903712874	DITA20707	INDUZIDOS		INDUZIDO IVECO, CITROEN, PEUGEOT BOXER 2.0, DUCATO          	121,51	#912e2e
729	DITA	7899903712881	DITA20708	INDUZIDOS		INDUZIDO DUCATO 2011>2012, VW EUROVAN                       	129,99	#912e2e
730	DITA	7899903712898	DITA20709	INDUZIDOS		INDUZIDO PEUGEOT, BOXER, PARTNER, SPRINTER, CLIO, HR        	108,8	#912e2e
731	DITA	7899903712904	DITA20710	INDUZIDOS		INDUZIDO FRONTIER, BLAZER, VECTRA 2.5, S-10 2.8             	121,51	#912e2e
732	DITA	7899903712911	DITA20711	INDUZIDOS		INDUZIDO SPRINTER, SILVERADO, FORD F1000, RANGER,           	121,51	#912e2e
733	DITA	7899903712928	DITA20712	INDUZIDOS		INDZ. MONTANA 1.8, MERIVA, PALIO, STYLO, STRADA, PUNTO,IDEA 	84,78	#912e2e
734	DITA	7899903712935	DITA20713	INDUZIDOS		INDUZIDO CAT, CASE, N. HOLLAND, CUMMINS, JOHN DEERE         	131,4	#912e2e
735	DITA	7899903712942	DITA20714	INDUZIDOS		INDUZIDO AGRALE, CUMMINS, DEUTZ, MBB, MWM, VOLVO BUS        	134,23	#912e2e
736	DITA	7899903712959	DITA20715	INDUZIDOS		INDUZIDO SCANIA 124 S4, VOLVO FH420/520                     	148,36	#912e2e
737	DITA	7899903712966	DITA20716	INDUZIDOS		INDUZIDO CORSA, CELTA MENOR                                 	97,49	#912e2e
738	DITA	7899903712973	DITA20717	INDUZIDOS		INDUZIDO CORSA, CELTA MAIOR                                 	97,49	#912e2e
739	DITA	7899903712980	DITA20718	INDUZIDOS		INDUZIDO MOTOR FIAT DDM 1.0 1.4                             	113,04	#912e2e
740	DITA	7899903712997	DITA20719	INDUZIDOS		INDUZIDO MOTORES MITSUBISH                                  	96,08	#912e2e
741	DITA	7899903713000	DITA20720	INDUZIDOS		INDUZIDO INDUZIDO PARTIDA DELCO REMY 29 MT                  	148,36	#912e2e
742	DITA	7899903714243	DITA20721	INDUZIDOS		INDUZIDO 12V RENAULT CITROËN 594176 NE865	82,31	#912e2e
743	DITA	7899903714250	DITA20722	INDUZIDOS		INDUZIDO 12V VW PASSAT GM MONZA GOL E FIAT	89,17	#912e2e
744	DITA	7899903714267	DITA20723	INDUZIDOS		INDUZIDO 12V RENAULT CLIO MEGANE	85,05	#912e2e
745	DITA	7899903714274	DITA20724	INDUZIDOS		INDUZIDO 12V VW GOLF BORA JETTA AUDI A3	127,58	#912e2e
746	DITA	7899903714281	DITA20725	INDUZIDOS		INDUZIDO 12V GM SILVERADO OMEGA 3.0 SUPREMA	107	#912e2e
747	DITA	7899903714298	DITA20726	INDUZIDOS		INDUZIDO 12V  MITSUBISHI L200	120,72	#912e2e
748	DITA	7899903714304	DITA20727	INDUZIDOS		INDUZIDO 24V EMPILHADEIRA TOYOTA COLHEITADEIRA CAT	161,87	#912e2e
749	DITA	7899903714311	DITA20728	INDUZIDOS		INDUZIDO 24V MBB 712C,714C,1215C,1218,1418,1618	145,41	#912e2e
750	DITA	7899903714328	DITA20729	INDUZIDOS		INDUZIDO 12V VW GOLF E AUDI A3 1.8	93,28	#912e2e
751	DITA	7899903714335	DITA20730	INDUZIDOS		INDUZIDO 12V GM BLAZER E S10 V6 4.3,OMEGA 4.1, PG260G	89,17	#912e2e
752	DITA	7899903714342	DITA20731	INDUZIDOS		INDUZIDO 12V FORD 250/F350/F4000 ,IVECO , JOHN DEERE	130,32	#912e2e
753	DITA	7899903714359	DITA20732	INDUZIDOS		FIAT PALIO, BRAVA, MAREA, TEMPRA	123,46	#912e2e
754	DITA	7899903714366	DITA20733	INDUZIDOS		INDUZIDO 12V PEUGEOT PARTNER206/306 RENAULT KANGOO, MEGANE, CLIO	137,18	#912e2e
