id	marca	cod_fab	cod_int	cat	modelo	desc	preco	cor
1	DITA	7899903700017	DITA10126	ALTERNADOR		FUSCA/BRASILIA/KOMBI 12V 55A C/SUPORTE	301,8	#912e2e
2	DITA	7899903700024	DITA10127	ALTERNADOR		FUSCA/BRASILIA/KOMBI 12V 55A SEM SUPORTE	267,5	#912e2e
3	DITA	7899903700031	DITA10128	ALTERNADOR		MERCEDES-BENZ 12V 55A POLIA SIMPLES	329,23	#912e2e
4	DITA	7899903700048	DITA10129	ALTERNADOR		PAJERO 2.5 L200/L300/ 12V 90A POL.DUPLA C/BOMBA A VÁCUO	576,16	#912e2e
5	DITA	7899903700055	DITA10130	ALTERNADOR		GOL/SANTANA 1.8/2.0 AP 12V 90A FIXAÇÃO JUNTA	576,16	#912e2e
6	DITA	7899903700062	DITA10131	ALTERNADOR		MERCEDES-BENZ 12V 55A-POLIA DUPLA MOTOR OM 352/355/364	397,82	#912e2e
7	DITA	7899903700079	DITA10132	ALTERNADOR		SCANIA 24V 45A CAMINHÕES E MAQUINAS REF: 9120080144	548,72	#912e2e
8	DITA	7899903700086	DITA10133	ALTERNADOR		HILUX 2.5 E SW4 2006 12V 80A/PIT BULL 2.8 3.0 DIESEL-POLIA LIVRE	576,16	#912e2e
9	DITA	7899903700093	DITA10134	ALTERNADOR		GOL/SANTANA/PARATI/QUANTUM/SAVEIRO 1.8/2.0 AP 12V 90A- C/ AR	466,41	#912e2e
10	DITA	7899903700109	DITA10135	ALTERNADOR		HYUNDAI HR 2.5 TCI 2005 >  12V 75A 	576,16	#912e2e
11	DITA	7899903700116	DITA10136	ALTERNADOR		GOL/FOX/POLO/GOLF 1.0/1.6 C/ AR DH - 12V 90A	569,3	#912e2e
12	DITA	7899903700123	DITA10137	ALTERNADOR		FIESTA/KA/COURRIER/ESCORT/NOVO FIESTA 12V 90A - POLIA 6S	548,72	#912e2e
13	DITA	7899903700130	DITA10138	ALTERNADOR		ALT.GM CORSA/OMEGA/VECTRA/S10/ZAFIRA 12V 120A C/AR	521,28	#912e2e
14	DITA	7899903700147	DITA10139	ALTERNADOR		ALT.CORSA 94>OMEGA92>VECTRA 93>S10 97> 12V 100A C/AR.	480,13	#912e2e
15	DITA	7899903700154	DITA10140	ALTERNADOR		MERCEDES BENZ 24V 80A - AXOR ELETRÔNICO MOTOR BR 450	617,31	#912e2e
16	DITA	7899903700161	DITA10141	ALTERNADOR		VOLVO 24V 45A B10/B12/B58/N10/N12/NL300 A NL400	384,1	#912e2e
17	DITA	7899903700178	DITA10142	ALTERNADOR		FIAT 147 90>01 FIORINO/SPAZIO/PREMIO/ELBA/UNO 12V 55A	425,26	#912e2e
18	DITA	7899903700185	DITA10143	ALTERNADOR		PALIO/UNO/SIENA/STRADA/DOBLO 1.0/1.4 FIRE S/AR 12V 70A	441,72	#912e2e
19	DITA	7899903700192	DITA10144	ALTERNADOR		CLIO/KANGOO/MEGANE/SCENIC 2000>>1.6 12V 95A	548,72	#912e2e
20	DITA	7899903700208	DITA10145	ALTERNADOR		CLIO/KANGOO/MEGANE/SCENIC 2000>>1.6 12V 95A	521,28	#912e2e
21	DITA	7899903700215	DITA10146	ALTERNADOR		SPRINTER/RANGER/S10/DEFENDER 2.5/2.8 2002> 12V 85A C/ BOMBA	589,87	#912e2e
22	DITA	7899903700222	DITA10147	ALTERNADOR		GOL/SANTANA/PARATI 1.8/2.0 AP 12V 90A - C/AR E POLIA V	377,25	#912e2e
23	DITA	7899903700239	DITA10148	ALTERNADOR		RENAULT MEGANE/SCENIC 2.0 12V 90A 2002>>	480,13	#912e2e
24	DITA	7899903700246	DITA10149	ALTERNADOR		FORD CARGO 12V 65A C/MOTOR CUMMINS 6BTAA 5.9	452,69	#912e2e
25	DITA	7899903700253	DITA10150	ALTERNADOR		VOLVO 24V 80A SÉRIE B10/B12 FH 400 A 610 FM12 NH12	669,44	#912e2e
26	DITA	7899903700260	DITA10151	ALTERNADOR		SCANIA 06>> 24V 80A ELETRÔNICO REF: 0124555034	683,16	#912e2e
27	DITA	7899903700277	DITA10152	ALTERNADOR		TRATOR/COLHEITADEIRA JOHN DEERE 12V 200A	823,08	#912e2e
28	DITA	7899903700284	DITA10153	ALTERNADOR		SCANIA 06>> 24V 110A - ELETRÔNICO REF: 0124655026	713,34	#912e2e
29	DITA	7899903700291	DITA10154	ALTERNADOR		FUSCA/BRASILIA/KOMBI 12V 75A - SEM SUPORTE	370,39	#912e2e
30	DITA	7899903700307	DITA10155	ALTERNADOR		VW ONIBUS/CAMINHÃO05>> 24V 80A ELETRÔNICO 17170/250	690,02	#912e2e
31	DITA	7899903700314	DITA10156	ALTERNADOR		MERCEDES BENZ 24V 55A OM366A/OM1315/M366G	480,13	#912e2e
32	DITA	7899903700321	DITA10157	ALTERNADOR		AUDI A1/AR/TT/ E VW:GOLF/AMAROK/PASSAT 12V 140A - POLIA LIVRE	740,77	#912e2e
33	DITA	7899903700338	DITA10158	ALTERNADOR		CLIO 00/LOGAN 07/SANDERO 08/ 1.0 16V 12V 95A	480,13	#912e2e
34	DITA	7899903700345	DITA10159	ALTERNADOR		RENAULT MASTER 2.5 00>> 12V 125A	548,72	#912e2e
35	DITA	7899903700352	DITA10160	ALTERNADOR		L200 2.5/L300/PAJERO 2.3 82/86 12V 55A C/BOMBA VACUO	548,72	#912e2e
36	DITA	7899903700369	DITA10161	ALTERNADOR		MASSEY MF-8460/ M-B: OM366/MEDIUM & HEAVY-DUTY /TRUCKS LPS 1525 OM429 - 12V 90A	891,67	#912e2e
37	DITA	7899903700376	DITA10162	ALTERNADOR		CERATTO 1.6 04>ELANTRA/KIA SPORTAGE/TUCSON 2.0 12V 90A	459,55	#912e2e
38	DITA	7899903700383	DITA10163	ALTERNADOR		MERCEDES BENZ SPRINTER 313 CDI / 12V 150A - POLIA LIVRE	802,5	#912e2e
39	DITA	7899903700390	DITA10164	ALTERNADOR		SCANIA SÉRIE 114/124/144/164/ F94/L94/P94 97>> 24V 65A	500,71	#912e2e
40	DITA	7899903700406	DITA10165	ALTERNADOR		VOLVO SÉRIE FL6/611/614/617/ 90/94 24V 80A	500,71	#912e2e
41	DITA	7899903700413	DITA10166	ALTERNADOR		EMPILHADEIRA YALE / HYSTER / CLARK TODAS 12V 40A	480,13	#912e2e
42	DITA	7899903700420	DITA10167	ALTERNADOR		MERCEDES BENZ SÉRIE OM366>> O 345>> 96>> 24V 140A	1369,06	#912e2e
43	DITA	7899903700437	DITA10168	ALTERNADOR		MERCEDES BENZ BR300LN LO OM352 1995>>12V 90A - SEM POLIA	562,44	#912e2e
44	DITA	7899903700444	DITA10169	ALTERNADOR		GM/VW CAMINHÕES MOTOR CATERPILLAR 12V 100A >2004-S/ POLIA	617,31	#912e2e
45	DITA	7899903707177	DITA10170	ALTERNADOR		JAC MOTORS J2/J3 1.4 VVT	519,84	#912e2e
46	DITA	7899903707184	DITA10171	ALTERNADOR		FORD RANGER 2.2 TDCI 04>/TRANSIT 2.2TDCI 2010> 12V /150	826,78	#912e2e
47	DITA	7899903707191	DITA10172	ALTERNADOR		FIAT PALIO/IDEA/SIENA/UNO/STRADA/FIORINO 1.0/1.3/1.4 FIR	691,8	#912e2e
48	DITA	7899903707207	DITA10173	ALTERNADOR		NISSAN FRONTIER 2.5 16V SLE 12V 100A 2008>2012	725,41	#912e2e
49	DITA	7899903707214	DITA10174	ALTERNADOR		FORD FOCUS/NEW FIESTA/ECOSPORT 2.0 2011>>12V 120A	725,41	#912e2e
50	DITA	7899903707221	DITA10175	ALTERNADOR		NISSAN ATIMA / SENTRA 2002>2003	617,31	#912e2e
51	DITA	7899903707238	DITA10176	ALTERNADOR		HYUNDAI HB20/I30/VELOSTER/ KIA CERATO/SOUL 1.6 12V 90A 0	641,18	#912e2e
52	DITA	7899903707276	DITA10177	ALTERNADOR		PEUGEOT 106/306/PARTNER CITROEN BERLINGO/XSARA 12V 80A	725,55	#912e2e
53	DITA	7899903707283	DITA10178	ALTERNADOR		VW:13.150/13.180/15.180/17.180/23210 /VW:31.310 12V 90A	691,8	#912e2e
54	DITA	7899903702806	DITA11501	MOTOR DE PASSO		ELBA/FIORINO/UNO/TEMPRA/CLIO/R19	27,82	#912e2e
55	DITA	7899903702813	DITA11502	MOTOR DE PASSO		CORSA/CELTA/MERIVA/MONTANA/PALIO/STRADA	27,82	#912e2e
56	DITA	7899903702820	DITA11503	MOTOR DE PASSO		CORSA 94/96 1.0 1.4 1.6 EFI GASOLINA	27,82	#912e2e
57	DITA	7899903702837	DITA11504	MOTOR DE PASSO		CLIO/KANGOO 00>01 1.6 8V MOTOR K7M	27,82	#912e2e
58	DITA	7899903702851	DITA11506	MOTOR DE PASSO		GOL/SANTANA ALC/GAS TEMPRA/POLO CLASS	27,82	#912e2e
59	DITA	7899903702868	DITA11507	MOTOR DE PASSO		OMEGA 94/98 2.2 GASOLINA	27,82	#912e2e
60	DITA	7899903702875	DITA11508	MOTOR DE PASSO		GOL/PARATI/LOGUS/POINTER/ESCORT/SANTANA	27,82	#912e2e
61	DITA	7899903702882	DITA11509	MOTOR DE PASSO		GOL 94/96 1.0 PALIO/SIENA 98/99 1.6 8V	27,82	#912e2e
62	DITA	7899903702899	DITA11510	MOTOR DE PASSO		COURIER/FIESTA/KA/ESCORT	98,8	#912e2e
63	DITA	7899903702905	DITA11511	MOTOR DE PASSO		FOCUS 1.8 2.0 16V ZETEC 2000>2005	98,8	#912e2e
64	DITA	7899903702912	DITA11514	MOTOR DE PASSO		PALIO/SIENA/BRAVA/STRADA/WEEKEND 1.6 8V 16V	27,82	#912e2e
65	DITA	7899903702929	DITA11515	MOTOR DE PASSO		DAKOTA 98/ 2.5	27,82	#912e2e
66	DITA	7899903702936	DITA11516	MOTOR DE PASSO		PICASSO/XANTIA 2.0 MPI/PEUGEOT 206/307SW	27,82	#912e2e
67	DITA	7899903702943	DITA11517	MOTOR DE PASSO		BERLINGO/PEUG. 106/206/306 1.0/PARTNER 1.4	27,82	#912e2e
68	DITA	7899903702950	DITA11518	MOTOR DE PASSO		CLIO/MEGANE/SCENIC 1.6 GASOLINA	27,82	#912e2e
69	DITA	7899903702967	DITA11519	MOTOR DE PASSO		CLIO/TWINGO/KANGOO 1.0 8V GAS 00>01	27,82	#912e2e
70	DITA	7899903702974	DITA11520	MOTOR DE PASSO		S10/BLAZER 96>04 4.3 V6 VORTEC GAS	39,52	#912e2e
71	DITA	7899903702981	DITA11521	MOTOR DE PASSO		PALIO/SIENA/UNO 01/ 1.0 1.3 1.4 8/16V	39,52	#912e2e
72	DITA	7899903702998	DITA11522	MOTOR DE PASSO		ASTRA/ELBA/FIORINO/TIPO/106	98,8	#912e2e
73	DITA	7899903703001	DITA11524	MOTOR DE PASSO		GOL/LOGUS/POINTER/MONDEO 2.0	104,87	#912e2e
74	DITA	7899903703018	DITA11525	MOTOR DE PASSO		GOLF96/98 - GOLF99/06/ - PASSAT/POLO	114	#912e2e
75	DITA	7899903703025	DITA11526	MOTOR DE PASSO		RANGER/TAURUS 3.0 V6 EFI	109,44	#912e2e
76	DITA	7899903703032	DITA11527	MOTOR DE PASSO		CORDOBA/IBIZA/GOLF/106/306	103,37	#912e2e
77	DITA	7899903703049	DITA11528	MOTOR DE PASSO		ASTRA/OMEGA/SILVERADO/C20/GOLF	110,96	#912e2e
78	DITA	7899903703056	DITA11529	MOTOR DE PASSO		GOLF GTI99/06 2.0/PASSAT97/ 2.0	114	#912e2e
79	DITA	7899903703063	DITA11530	MOTOR DE PASSO		FIESTA/ECOSPORT 1.0 1.6 FLEX	53,2	#912e2e
80	DITA	7899903703070	DITA11531	MOTOR DE PASSO		FIESTA / KA / COURIER / ECOSPORT GAS	114	#912e2e
81	DITA	7899903703087	DITA11532	MOTOR DE PASSO		CORSA 1.6 EFI 94/...	27,82	#912e2e
82	DITA	7899903703094	DITA11533	MOTOR DE PASSO		PEUGEOT 206 1.6 8V TDS	27,82	#912e2e
83	DITA	7899903703100	DITA11534	MOTOR DE PASSO		CITROEN XSARA E PEUGEOT 206/306/406	27,82	#912e2e
84	DITA	7899903703117	DITA11535	MOTOR DE PASSO		XSARA/ XANTIA/ SCENIC/ PEUGEOT	27,82	#912e2e
85	DITA	7899903703124	DITA11536	MOTOR DE PASSO		SIENA/DOBLO/STRADA/MAREA/BRAVA	34,95	#912e2e
86	DITA	7899903703131	DITA11537	MOTOR DE PASSO		CHERRY QQ 1.1	27,82	#912e2e
87	DITA	7899903703148	DITA11538	MOTOR DE PASSO		CLIO/SCENIC/LAGUNA/TRAFIC 1.6/1.8..	27,82	#912e2e
88	DITA	7899903703155	DITA11540	MOTOR DE PASSO		FIAT BRAVO2.0/ MAREA 20V	63,84	#912e2e
89	DITA	7899903703162	DITA11541	MOTOR DE PASSO		FIAT BRAVO2.0/ MAREA 20V / ACENT1.6/	63,84	#912e2e
90	DITA	7899903703179	DITA11542	MOTOR DE PASSO		GOL/PARATI/SAVEIRO/1.6,1.8,2.0 MPI 02>>	27,82	#912e2e
91	DITA	7899903711778	DITA11543	MOTOR DE PASSO		CITROEN SAXO 96-03 S0, S1 1.6 PEUGEOT 106 96-03 MK II 1.6	27,82	#912e2e
92	DITA	7899903711785	DITA11544	MOTOR DE PASSO		RENAULT KANGOO 1.4,1.6 MPFI	27,82	#912e2e
93	DITA	7899903711808	DITA11546	MOTOR DE PASSO		CITROEN AX,ZX, PEUGEOT 106,306, RENAULT CLIO, TWINGO 	27,82	#912e2e
94	DITA	7899903711815	DITA11547	MOTOR DE PASSO		GM OPTRA	27,82	#912e2e
95	DITA	7899903711822	DITA11548	MOTOR DE PASSO		JEEP CHEROKEE 4.0, GRAN CHEROKEE 4.0	27,82	#912e2e
96	DITA	7899903711839	DITA11549	MOTOR DE PASSO		QQ 0.8	27,82	#912e2e
97	DITA	7899903711846	DITA11550	MOTOR DE PASSO		SEBRING, AVENGER, NEON, STRATUS, ECLIPSE, BREEZE	27,82	#912e2e
98	DITA	7899903711853	DITA11551	MOTOR DE PASSO		TOWNER, NUBIRA, BLAZER, IPANEMA, MONZA, KADETT, LEGANZA	27,82	#912e2e
99	DITA	7899903711860	DITA11552	MOTOR DE PASSO		FIORINO, PALIO, SIENA, STRADA, UNO	27,82	#912e2e
100	DITA	7899903711877	DITA11553	MOTOR DE PASSO		RENAULT CLIO, KANGOO 1.0 8V	27,82	#912e2e
101	DITA	7899903711884	DITA11554	MOTOR DE PASSO		PEUGEOT 206 1.4 8V	27,82	#912e2e
102	DITA	7899903711891	DITA11555	MOTOR DE PASSO		FORD COURRIER, ECOSPORT, FIESTA, FOCUS, KA, ZETEC	63,84	#912e2e
103	DITA	7899903711907	DITA11556	MOTOR DE PASSO		FIAT PUNTO, UNO, LANCIA	27,82	#912e2e
104	DITA	7899903711914	DITA11557	MOTOR DE PASSO		CITROEN ZX, PEUGEOT 306 SL/HATCHBACK	27,82	#912e2e
105	DITA	7899903711921	DITA11558	MOTOR DE PASSO		BERLINGO, XANTIA, XSARA, 306, 406, PARTNER	27,82	#912e2e
106	DITA	7899903711938	DITA11559	MOTOR DE PASSO		BLAZER, OMEGA, VECTRA, KADETT, S10	84,71	#912e2e
107	DITA	7899903703186	DITA12001	ELETROVENTILADOR		PALIO/SIENA/STRADA FIRE 1.3,1.4,1.6/CORSA 1.0,1.8	199,1	#912e2e
108	DITA	7899903703193	DITA12002	ELETROVENTILADOR		FOX/GOL/VOYAGE/SAVEIRO GV-08> C/AR	210,91	#912e2e
109	DITA	7899903703209	DITA12003	ELETROVENTILADOR		GOLF/AUDI A3/POLO/FOX/SPACE FOX 06 >>	210,91	#912e2e
110	DITA	7899903703216	DITA12004	ELETROVENTILADOR		GOLF/AUDI A3 99>/POLO 03>06 FOX>07/POLO 1.6 03>06	210,91	#912e2e
111	DITA	7899903703223	DITA12005	ELETROVENTILADOR		GOL/PARATI/SAVEIRO 1.0/1.6/1.8/2.0 G2/G3/G4 99>05	283,47	#912e2e
112	DITA	7899903703230	DITA12006	ELETROVENTILADOR		FOX/POLO/07>	256,47	#912e2e
113	DITA	7899903703254	DITA12008	ELETROVENTILADOR		GOL G3/1.0MI/1.0MI 16V TURBO/1.0 MI TOTAL FLEX	185,6	#912e2e
114	DITA	7899903703261	DITA12009	ELETROVENTILADOR		GOL/PARATI/SAVEIRO/G2	236,22	#912e2e
115	DITA	7899903703285	DITA12011	ELETROVENTILADOR		CROSS FOX/FOX 1.0,1.6 TODOS/POLO 02>06	215,98	#912e2e
116	DITA	7899903703308	DITA12013	ELETROVENTILADOR		JETTA/TIGUAN/PASSAT/PEQUENA	168,73	#912e2e
117	DITA	7899903703315	DITA12014	ELETROVENTILADOR		PALIO/SIENA/STRADA 1.0/1.5 96>01	182,23	#912e2e
118	DITA	7899903703339	DITA12016	ELETROVENTILADOR		SANTANA/QUANTUM C/AR	185,6	#912e2e
119	DITA	7899903703353	DITA12018	ELETROVENTILADOR		CORSA/PICK-UP/SEDAN/WAGON	182,23	#912e2e
120	DITA	7899903703360	DITA12019	ELETROVENTILADOR		AUDI A3/TT/BORA/GOLF 4/NEW FUSCA/FOX	222,73	#912e2e
121	DITA	7899903703384	DITA12021	ELETROVENTILADOR		CORSA / CORSA HATCH 94 > C/E S/AR	182,39	#912e2e
122	DITA	7899903703391	DITA12022	ELETROVENTILADOR		CLIO/LOGAN/SANDERO/C/AR 08>	296,4	#912e2e
123	DITA	7899903703414	DITA12024	ELETROVENTILADOR		JETTA 05>09/GOLF 05>10 /NEW BEETLE 05>10	392,16	#912e2e
124	DITA	7899903703421	DITA12025	ELETROVENTILADOR		GOLF/BORA 99> VENT PEQ	240,16	#912e2e
125	DITA	7899903703438	DITA12026	ELETROVENTILADOR		JETTA 05>09/GOLF 2010	270,56	#912e2e
126	DITA	7899903703445	DITA12027	ELETROVENTILADOR		ASTRA/VECTRA/ZAFIRA 2010>TODOS	407,36	#912e2e
127	DITA	7899903703452	DITA12028	ELETROVENTILADOR		AUDI TT/POLO/FOX/NEW BEETLE 03>	209,76	#912e2e
128	DITA	7899903703469	DITA12029	ELETROVENTILADOR		FOCUS 2005>	570	#912e2e
129	DITA	7899903703483	DITA12031	ELETROVENTILADOR		CITROEN C3 TD 03>08	624,31	#912e2e
130	DITA	7899903703490	DITA12032	ELETROVENTILADOR		JETTA COMPLETO COM DEFLETOR	744,81	#912e2e
131	DITA	7899903703506	DITA12033	ELETROVENTILADOR		PEUGEOT 206 COM CONECTOR NOVO	349,6	#912e2e
132	DITA	7899903703513	DITA12034	ELETROVENTILADOR		GOLF 3 1.6/1.8 SYNCRO/2.0 GTI 16V/2.0 SYNCRO	300,96	#912e2e
133	DITA	7899903703537	DITA12036	ELETROVENTILADOR		JETTA 08>11/PASSAT VARIANT 08>11/AMAROK 10>12/2013>	513,77	#912e2e
134	DITA	7899903703544	DITA12037	ELETROVENTILADOR		POLO CLASSIC LADO PASSAGEIRO	349,6	#912e2e
135	DITA	7899903703551	DITA12038	ELETROVENTILADOR		JETTA VENTOINHA PEQUENA	349,6	#912e2e
136	DITA	7899903703568	DITA12039	ELETROVENTILADOR		BORA 1.6/GOLF 1.6/01>05	300,96	#912e2e
137	DITA	7899903703575	DITA12040	ELETROVENTILADOR		GOL G3/ SEM AR	197,59	#912e2e
138	DITA	7899903703582	DITA12041	ELETROVENTILADOR		AUDI A4/PASSAT ALEMÃO 98>	349,6	#912e2e
139	DITA	7899903708440	DITA12053	ELETROVENTILADOR		C4 09>12/ C4 PALLAS 09>12 / PICASSO / 307	261,53	#912e2e
140	DITA	7899903708457	DITA12054	ELETROVENTILADOR		JUMPER/BRAVA/MAREA/DUCATO 2.8(MOTORISTA)	232,85	#912e2e
141	DITA	7899903708464	DITA12055	ELETROVENTILADOR		FIORINO S.AR /PALIO 1.0>1.6 /SIENA 1.0>1.6	215,98	#912e2e
142	DITA	7899903708471	DITA12056	ELETROVENTILADOR		IDEA/ PALIO / STRADA1.3>1.6/ CORSA/ MONTANA	232,85	#912e2e
143	DITA	7899903708488	DITA12057	ELETROVENTILADOR		PALIO/ SIENA/ STRADA/ WEEKEND/ CELTA/ PRISMA	199,1	#912e2e
144	DITA	7899903708495	DITA12058	ELETROVENTILADOR		FIORINO FIRE /PALIO /SIENA FIRE /STRADA FIRE	199,1	#912e2e
145	DITA	7899903708501	DITA12059	ELETROVENTILADOR		ESCORT/ VERONA/ GOL /PARATI/ SAVEIRO	182,23	#912e2e
146	DITA	7899903708525	DITA12061	ELETROVENTILADOR		FORD COURRIER 1.3 /FIESTA 1.0,1.6	219,35	#912e2e
147	DITA	7899903708532	DITA12062	ELETROVENTILADOR		ECOSPORT 1.0,1.6,2.0 02>12 /FIESTA 1.0,1.6	219,35	#912e2e
148	DITA	7899903708549	DITA12063	ELETROVENTILADOR		IPANEMA 1.8,2.0 EFI, 2.0 MPFI /KADETT 1.8,2.0 EFI	219,35	#912e2e
149	DITA	7899903708556	DITA12064	ELETROVENTILADOR		CORSA 1.6 /PICKUP/SEDAN/WAGON/TIGRA 1.6 16V MPFI	232,85	#912e2e
150	DITA	7899903708563	DITA12065	ELETROVENTILADOR		CORSA 1.6 16V, PICKUP/SEDAN/WAGON	232,85	#912e2e
151	DITA	7899903708570	DITA12066	ELETROVENTILADOR		306 1.1,1.4,1.6,1.8,1.8TT,2.2 /405 /PARTNER	232,85	#912e2e
152	DITA	7899903708587	DITA12067	ELETROVENTILADOR		206 TODOS	251,41	#912e2e
153	DITA	7899903708594	DITA12068	ELETROVENTILADOR		206 COM DEFLETOR	278,41	#912e2e
154	DITA	7899903708600	DITA12069	ELETROVENTILADOR		206 1.016V 01> /206 1.0 8V 04>	215,98	#912e2e
155	DITA	7899903708617	DITA12070	ELETROVENTILADOR		306 1.4>1.8 /PARTNER 1.4,1.8	222,73	#912e2e
156	DITA	7899903708624	DITA12071	ELETROVENTILADOR		307 07>	283,47	#912e2e
157	DITA	7899903708631	DITA12072	ELETROVENTILADOR		CLIO 1.0,1.6 16V/KANGOO/MEGANE 1.6,2.0 97> /SCENIC	244,66	#912e2e
158	DITA	7899903708648	DITA12073	ELETROVENTILADOR		CLIO 1.0,1.6 16V 97>	222,73	#912e2e
159	DITA	7899903708655	DITA12074	ELETROVENTILADOR		POLO  CLASSIC (MOTORISTA)	232,85	#912e2e
160	DITA	7899903708662	DITA12075	ELETROVENTILADOR		GOLF III 1.6,1.8,2.0GTI, SYNCRO	251,41	#912e2e
161	DITA	7899903713758	DITA12030	MOTOR DE VENTOINHA		MONTANA 2011, AGILE	96,03	#912e2e
162	DITA	7899903713765	DITA12042	MOTOR DE VENTOINHA		"MOTOR S/ HELICE PALIO 1.6 01>, GM MONTANA S/ AR"""	102,89	#912e2e
163	DITA	7899903703612	DITA12043	MOTOR DE VENTOINHA		PALIO FIRE COM AR	118,56	#912e2e
164	DITA	7899903703636	DITA12045	MOTOR DE VENTOINHA		CELTA ANTIGO C/AR	118,56	#912e2e
165	DITA	7899903713772	DITA12046	MOTOR DE VENTOINHA		MOTOR S/ HELICE PALIO FIRE SEM AR 1.0 8V 04>	102,89	#912e2e
166	DITA	7899903703643	DITA12047	MOTOR DE VENTOINHA		DOBLO 03> COM AR	118,56	#912e2e
167	DITA	7899903703650	DITA12048	MOTOR DE VENTOINHA		PALIO FIRE SEM AR	97,27	#912e2e
168	DITA	7899903703650	DITA12049	MOTOR DE VENTOINHA		KA 10>/ FIESTA 00>02 COM AR	97,27	#912e2e
169	DITA	7899903703667	DITA12050	MOTOR DE VENTOINHA		MOTOR S/ HELICE UNIVERSAL 12V COM PINO ADAPTADOR	112,49	#912e2e
170	DITA	7899903703674	DITA12051	MOTOR DE VENTOINHA		ASTRA 2010 C/RESISTÊNCIA                              	139,84	#912e2e
171	DITA	7899903708433	DITA12052	MOTOR DE VENTOINHA		MOTOR S/ HELICE FORD ECOSPORT 1.0,1.6,2.0 S/ AR 02>	134,44	#912e2e
172	DITA	7899903703681	DITA13510	BOBINA DE INGNIÇÃO		CIVIC 92/00 1.6/ACCORD/CRV 93/00	53,2	#912e2e
173	DITA	7899903703698	DITA13511	BOBINA DE INGNIÇÃO		PEUGEOT 206/306/406 1.4 1.6/CITROEN	189,99	#912e2e
174	DITA	7899903703704	DITA13512	BOBINA DE INGNIÇÃO		PEUGEOT 106/206/306/307/PICASSO/C3	205,19	#912e2e
175	DITA	7899903703711	DITA13513	BOBINA DE INGNIÇÃO		CORSA TODOS 1.0 1.6 16V 4 PINOS	114	#912e2e
176	DITA	7899903703728	DITA13514	BOBINA DE INGNIÇÃO		AUDI A80/CORDOBA/POLO/GOLF 94/98	88,17	#912e2e
177	DITA	7899903703735	DITA13515	BOBINA DE INGNIÇÃO		AUDI A3/FOX/GOL GIII/IV/V/KOMBI	136,8	#912e2e
178	DITA	7899903703759	DITA13516	BOBINA DE INGNIÇÃO		CORSA/BLAZER/S10/OMEGA 4 PINOS	133,76	#912e2e
179	DITA	7899903703766	DITA13517	BOBINA DE INGNIÇÃO		KA/FOCUS/ECOSPORT/COURIER/FIESTA	59,28	#912e2e
180	DITA	7899903703773	DITA13518	BOBINA DE INGNIÇÃO		MONDEO/COURIER/FIESTA/KA/ESCORT	85,12	#912e2e
181	DITA	7899903703780	DITA13519	BOBINA DE INGNIÇÃO		CLIO/KANGOO/TWINGO/206 1.0 16V	100,32	#912e2e
182	DITA	7899903703797	DITA13520	BOBINA DE INGNIÇÃO		CLIO/KANGOO/TWINGO 1.0 16V HI FLEX	100,32	#912e2e
183	DITA	7899903703803	DITA13521	BOBINA DE INGNIÇÃO		MONDEO 6CC	129,2	#912e2e
184	DITA	7899903703810	DITA13522	BOBINA DE INGNIÇÃO		FORD ESCORT/VERONA GOL/VW VOYAGE/PASSAT 1.6 1.8	109,44	#912e2e
185	DITA	7899903703827	DITA13523	BOBINA DE INGNIÇÃO		GOL/LOGUS/POINTER/APOLO/VERONA	94,24	#912e2e
186	DITA	7899903703834	DITA13524	BOBINA DE INGNIÇÃO		TIPO/UNO/FIORINO/GOL/RANGE ROVER	80,57	#912e2e
187	DITA	7899903703841	DITA13525	BOBINA DE INGNIÇÃO		PALIO/SIENA/UNO/ELBA/FIORINO/TEMPRA	38	#912e2e
188	DITA	7899903703858	DITA13526	BOBINA DE INGNIÇÃO		CLIO/KANGOO/LOGAN/SCENIC/LIVINA - PRETA	53,2	#912e2e
189	DITA	7899903703865	DITA13527	BOBINA DE INGNIÇÃO		CLIO/KANGOO/LOGAN/SCENIC/LIVINA - PRETA E CINZA	42,55	#912e2e
190	DITA	7899903703872	DITA13528	BOBINA DE INGNIÇÃO		AUDI A80/CORDOBA/GOLF 94/98/POLO	95,77	#912e2e
191	DITA	7899903703889	DITA13529	BOBINA DE INGNIÇÃO		PEUGEOT 106/306/405/XSARA/XANTIA	95,77	#912e2e
192	DITA	7899903703896	DITA13530	BOBINA DE INGNIÇÃO		CHRYSLER NEON 4CC TODOS	98,8	#912e2e
193	DITA	7899903703902	DITA13531	BOBINA DE INGNIÇÃO		CELTA/CORSA/PRISMA/MERIVA/STILO	86,64	#912e2e
194	DITA	7899903703919	DITA13532	BOBINA DE INGNIÇÃO		GM OMEGA AUSTRALIANO 3.8 V6/ S10 V6 AMERICANA	59,28	#912e2e
195	DITA	7899903703926	DITA13533	BOBINA DE INGNIÇÃO		SANTANA/VERSAILES 2.0 EFI	68,4	#912e2e
196	DITA	7899903703933	DITA13534	BOBINA DE INGNIÇÃO		C3/PICASSO/PEUGEOT 206/307 1.6 16V	224,96	#912e2e
197	DITA	7899903703940	DITA13535	BOBINA DE INGNIÇÃO		C3/PICASSO/PEUGEOT 206/307 1.6 16V	224,96	#912e2e
